Time (s),x (km),y (km),z (km),vx (km/s),vy (km/s),vz (km/s)
14160.0,8758.93202501533,108.5823950819734,615.7990810091407,-0.5310366897339848,1.1673164619315284,6.620177923306658
14170.0,8753.62165811799,120.25555970128868,682.0008602422073,-0.5825979846686057,1.1666772688333815,6.616552892544266
14180.0,8747.795678271304,131.92233238962248,748.1663891676499,-0.6341324400751294,1.165969298461705,6.612537806641305
14190.0,8741.454353870551,143.58202537423955,814.2917672340631,-0.6856369982748185,1.1651925769084936,6.6081328135720625
14200.0,8734.597983887805,155.2339511433245,880.3730953697836,-0.7371086010873302,1.1643471344132406,6.603338084832443
14210.0,8727.226897876932,166.8774224874569,946.4064762181081,-0.7885441900215682,1.1634330053698232,6.598153815479037
14220.0,8719.341455976715,178.51175254115512,1012.3880143728986,-0.8399407064675083,1.16245022833312,6.59258022416662
14230.0,8710.942048912038,190.1362548244863,1078.3138166145648,-0.8912950918889864,1.161398846025345,6.586617553184105
14240.0,8702.02909799315,201.75024328473975,1144.1799921464058,-0.9426042880174315,1.1602789053421056,6.580266068488877
14250.0,8692.603055112975,213.35303233816083,1209.9826528312947,-0.9938652370465346,1.1590904573581735,6.573526059739532
14260.0,8682.664402742508,224.94393691174255,1275.7179134286898,-1.0450748818278346,1.157833557332971,6.566397840326984
14270.0,8672.213653924231,236.52227248507225,1341.3818918319596,-1.0962301660672102,1.1565082647157636,6.558881747403929
14280.0,8661.251352263558,248.0873551322299,1406.970709305999,-1.1473280345222603,1.1551146431505632,6.550978141912637
14290.0,8649.778071918337,259.63850156373553,1472.4804907251253,-1.1983654332005604,1.1536527604807316,6.5426874086110605
14300.0,8637.79441758633,271.17502916854284,1537.9073648112358,-1.2493393095587737,1.1521226887532838,6.534009956097246
14310.0,8625.301024490744,282.6962560560757,1603.247464372208,-1.3002466127026107,1.1505245042228884,6.524946216832023
14320.0,8612.298558363716,294.2015010983045,1668.4969265405282,-1.351084293587611,1.1488582873555633,6.515496647159961
14330.0,8598.78771542784,305.69008397186013,1733.6518930121279,-1.4018493052207341,1.1471241228320594,6.505661727328554
14340.0,8584.769222375633,317.16132520018067,1798.7085102854135,-1.4525386028627458,1.1453220995509334,6.495441961505651
14350.0,8570.243836347005,328.6145461956901,1863.6629299004696,-1.5031491442313794,1.143452310631304,6.484837877795091
14360.0,8555.21234490469,340.0490693020031,1928.5113086784206,-1.55367788970525,1.1415148534152892,6.473850028250523
14370.0,8539.675566007638,351.46421783615597,1993.249808960926,-1.6041218025285158,1.1395098294701247,6.4624789888874155
14380.0,8523.634347982354,362.85931613085717,2057.8745988498003,-1.654477849016253,1.1374373445899517,6.450725359693206
14390.0,8507.089569492191,374.23368957675666,2122.3818524467324,-1.7047429987605374,1.1352975087972836,6.438589764635608
14400.0,8490.042139504585,385.58666466472954,2186.7677500930886,-1.7549142248372107,1.1330904363441388,6.426072851669041
14410.0,8472.492997256213,396.91756902817093,2251.0284786097795,-1.8049885040133036,1.130816245712839,6.413175292739159
14420.0,8454.443112216082,408.2257314852994,2315.1602315371706,-1.854962816955112,1.1284750596164752,6.39989778378549
14430.0,8435.89348404653,419.5104820814641,2379.1592093750255,-1.904834148436891,1.1260670049990305,6.386241044742135
14440.0,8416.845142562162,430.77115213145436,2443.021619822447,-1.9545994875501558,1.1235922130351637,6.372205819536541
14450.0,8397.299147686661,442.007074261806,2506.7436780178123,-2.0042558279135636,1.121050819129648,6.357792876086314
14460.0,8377.256589407525,453.2175824531024,2570.3216067786757,-2.05380016788336,1.1184429629164616,6.343003006294063
14470.0,8356.718587728692,464.402012082267,2633.751636841617,-2.103229510764362,1.1157687882575282,6.32783702604027
14480.0,8335.686292621047,475.55969996484225,2697.030007102019,-2.152540865021467,1.1130284432411093,6.312295775174142
14490.0,8314.160883970831,486.6899843972534,2760.1529648537603,-2.20173124449165,1.110222080179833,6.296380117502469
14500.0,8292.143571525916,497.79220519905164,2823.116766028785,-2.2507976685964426,1.1073498556083756,6.280090940776443
14510.0,8269.63559483995,508.8657037551354,2885.91767543655,-2.2997371625548606,1.1044119302807751,6.263429156676441
14520.0,8246.638223214402,519.9098230579432,2948.551967003314,-2.348546757596762,1.1014084691673864,6.246395700794756
14530.0,8223.152755638434,530.923907749617,3011.0159240112616,-2.3972234911766104,1.09833964145147,6.228991532616244
14540.0,8199.180520726666,541.9073041641318,3073.3058393374245,-2.445764407187623,1.0952056205254153,6.211217635496915
14550.0,8174.72287665479,552.859360369386,3135.4180156923935,-2.4941665561762707,1.092006583986595,6.193075016640401
14560.0,8149.781211093028,563.7794262092518,3197.348765858798,-2.542426995557125,1.088742713632844,6.174564707072344
14570.0,8124.356941137457,574.6668533455803,3259.094412929521,-2.5905427898279996,1.0854141954575691,6.155687761612642
14580.0,8098.451513239177,585.520995300156,3320.6512905456475,-2.638511010785392,1.0820212196444814,6.136445258845584
14590.0,8072.066403131323,596.3412074966006,3382.0157431341036,-2.6863287377401748,1.07856398056195,6.116838301087824
14600.0,8045.20311575392,607.1268473022202,3443.1841261449817,-2.7339930577335294,1.075042676756977,6.096868014354208
14610.0,8017.863185176586,617.87727406979,3504.1528062885236,-2.781501065753085,1.0714575109487898,6.076535548321451
14620.0,7990.048174519055,628.591849179278,3564.918161771738,-2.828849864949244,1.0678086900220511,6.055842076289607
14630.0,7961.759675869562,639.2699360794985,3625.4765825346335,-2.876036566851665,1.0640964250196816,6.034788795141377
14640.0,7932.999310201046,649.9109003296953,3685.8244704860476,-2.923058291585877,1.0603209311352966,6.013376925299216
14650.0,7903.768727285187,660.5141096410482,3745.95823973904,-2.969912168089997,1.0564824277052545,5.991607710680233
14660.0,7874.069605604286,671.0789339181008,3805.8743168458423,-3.0165953343315315,1.0525811382003116,5.969482418648864
14670.0,7843.90365226097,681.6047453001039,3865.56914103233,-3.0631049375242223,1.0486172902168889,5.9470023399673435
14680.0,7813.272602885728,692.0909182022729,3925.0391644320034,-3.1094381343449213,1.044591115467941,5.924168788743924
14690.0,7782.178221542278,702.5368293569522,3984.280852319443,-3.155592091150458,1.0405028497734339,5.900983102378862
14700.0,7750.622300630774,712.9418578546865,4043.290683343232,-3.2015639841944776,1.0363527330504219,5.877446641508159
14710.0,7718.606660788829,723.3053851851909,4102.065149758314,-3.2473509998442225,1.0321410093027308,5.853560789945036
14720.0,7686.133150790387,733.6267952782181,4160.600757657765,-3.292950334797221,1.0278679266102393,5.829326954619147
14730.0,7653.203647442415,743.9054745443204,4218.894027203955,-3.338359196297862,1.0235337371177606,5.804746565513541
14740.0,7619.820055479437,754.1408119154981,4276.941492859091,-3.3835748023538277,1.0191386970235234,5.779821075599304
14750.0,7585.984307455898,764.3321988857334,4334.739703615084,-3.428594381952348,1.0146830665672493,5.754551960767974
14760.0,7551.698363636374,774.4790295514059,4392.285223222763,-3.4734151752762568,1.0101671100178273,5.728940719761618
14770.0,7516.964211883611,784.5807006515842,4449.57463042038,-3.518034433919817,1.0055910956605845,5.702988874100653
14780.0,7481.783867544414,794.63661160819,4506.604519161387,-3.5624494211042803,1.0009552957841494,5.676697968009334
14790.0,7446.15937333337,804.6461645660315,4563.3714988414795,-3.606657411893158,0.9962599866669124,5.650069568338977
14800.0,7410.09279921444,814.6087644327007,4619.872194524869,-3.6506556934071743,0.9915054485630763,5.623105264488846
14810.0,7373.586242280367,824.5238189183314,4676.103247169758,-3.6944415650388662,0.9866919656883028,5.595806668324742
14820.0,7336.641826629979,834.3907385752145,4732.061313853006,-3.7380123386668056,0.981819826204948,5.568175414095281
14830.0,7299.261703243312,844.208936837264,4787.743067993959,-3.7813653388694077,0.9768893222068925,5.540213158345851
14840.0,7261.448049854617,853.9778300593329,4843.145199577416,-3.8244979031383024,0.9719007497039601,5.511921579830253
14850.0,7223.203070823233,863.6968375563725,4898.264415375719,-3.867407382091229,0.9668544086059293,5.483302379420027
14860.0,7184.528997002321,873.3653816424319,4953.097439169919,-3.9100911396844373,0.9617506027061355,5.454357280011448
14870.0,7145.4280856054775,882.9828876694933,5007.641011970034,-3.9525465534245474,0.9565896396646627,5.425088026430207
14880.0,7105.902620071232,892.5487840661399,5061.8918922343355,-3.9947710145798507,0.9513718309911271,5.395496385333772
14890.0,7065.954909925434,902.0625023760512,5115.846856087673,-4.036761928391015,0.9460974920270497,5.365584145111415
14900.0,7025.587290641524,911.5234772963215,5169.502697538786,-4.078516714281168,0.9407669419278212,5.335353115781931
14910.0,6984.802123498713,920.9311467155997,5222.856228696606,-4.120032806065312,0.9353805036442565,5.304805128889037
14920.0,6943.6017954380595,930.2849517520423,5275.904279985497,-4.161307652159072,0.9299385039037406,5.273942037394428
14930.0,6901.988718916468,939.5843367910795,5328.643700359441,-4.202338715786698,0.9244412731909657,5.242765715568545
14940.0,6859.965331758602,948.8287495229893,5381.071357515128,-4.243123475188338,0.918889145728261,5.211278058879019
14950.0,6817.534097006717,958.0176409802718,5433.184138103918,-4.283659423826525,0.9132824594555129,5.179480983876785
14960.0,6774.697502768452,967.150465574827,5484.978947942685,-4.323944070591838,0.9076215560096801,5.147376428079915
14970.0,6731.458062062534,976.2266811349238,5536.452712223484,-4.36397494000773,0.9019067807039007,5.114966349855124
14980.0,6687.818312662457,985.2457489419627,5587.6023757220355,-4.403749572434481,0.8961384825061948,5.0822527282969885
14990.0,6643.780816938112,994.2071337670246,5638.424903005006,-4.443265524272229,0.8903170140177605,5.049237563104855
15000.0,6599.34816169539,1003.1103039072023,5688.917278636053,-4.482520368163079,0.8844427314508683,5.015922874457474
15010.0,6554.522958013759,1011.9547312217109,5739.076507380629,-4.521511693192222,0.8785159946063492,4.982310702885331
15020.0,6509.307841081837,1020.7398911677743,5788.899614409482,-4.560237105088069,0.8725371668506852,4.948403109140716
15030.0,6463.705470030956,1029.465262836281,5838.3836455008895,-4.598694226421331,0.8665066150926942,4.914202174065502
15040.0,6417.718527766743,1038.130328987208,5887.525667241544,-4.636880696803052,0.8604247097598201,4.879709998456675
15050.0,6371.349720798712,1046.7345760848061,5936.322767226111,-4.6747941730815326,0.8542918247740208,4.8449287029295895
15060.0,6324.601779067897,1055.2774943325464,5984.772054255407,-4.71243232953812,0.8481083375272619,4.809860427778992
15070.0,6277.477455772515,1063.7585777078189,6032.870658533197,-4.749792858081849,0.8418746288566147,4.774507332837782
15080.0,6229.979527191696,1072.177323996385,6080.615731861575,-4.786873468442883,0.83559108301896,4.738871597333567
15090.0,6182.110792507268,1080.5332348265747,6128.004447834911,-4.823671888364727,0.8292580876653007,4.7029554197429695
15100.0,6133.8740736236205,1088.8258157032278,6175.034002032341,-4.860185863795195,0.8228760338146838,4.666761017643732
15110.0,6085.27221498567,1097.0545760413745,6221.701612208779,-4.8964131590760855,0.8164453158277338,4.6302906275646265
15120.0,6036.308083394908,1105.219029199652,6268.004518484425,-4.932351557131535,0.8099663313798011,4.593546504833163
15130.0,5986.984567823593,1113.3186925134498,6313.939983532757,-4.967998859655033,0.8034394814337249,4.556530923421123
15140.0,5937.304579227042,1121.3530873277869,6359.505292766968,-5.003352887295039,0.7968651702122138,4.519246175787924
15150.0,5887.271050354092,1129.321739029909,6404.6977545248465,-5.038411479839212,0.7902438051698475,4.481694572721831
15160.0,5836.8869355557,1137.2241770816074,6449.514700252065,-5.073172496397177,0.7835757969647001,4.443878443179026
15170.0,5786.155210591728,1145.0599350512546,6493.953484683855,-5.107633815581831,0.7768615594295878,4.405800134120543
15180.0,5735.07887243591,1152.8285506455504,6538.011486025061,-5.14179333568914,0.770101509542945,4.367462010347105
15190.0,5683.660939079018,1160.52956574098,6581.686106128532,-5.175648974876409,0.7632960673993288,4.328866454331836
15200.0,5631.9044493302545,1168.1625264149732,6624.97477067185,-5.209198671338979,0.7564456561795565,4.290015866050911
15210.0,5579.812462616865,1175.7269829767688,6667.874929332359,-5.24244038348534,0.7495507021204779,4.2509126628121265
15220.0,5527.388058782011,1183.2224899979738,6710.3840559604805,-5.275372090110609,0.7426116344843865,4.211559279081416
15230.0,5474.634337880906,1190.6486063428176,6752.499648751294,-5.307991790568369,0.7356288855280697,4.1719581663073315
